Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,User,CARD INDEX,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
Jaxon Russell,31,57,1989,2,Male,35 Rose Boulevard,,San Jose,CA,95131,37.38,-121.9,$37677,$76820,$159137,819,2,1724,1,Credit,327604676331354,02/2020,199,YES,1,$8900,02/2020,2020,No
Jacoby Long,65,62,1954,5,Male,3216 Ninth Drive,,Wichita,KS,67212,37.68,-97.34,$22638,$49817,$26928,600,2,1725,0,Debit,4967103653953670,05/2021,962,YES,1,$6489,07/2009,2013,No
Jacoby Long,65,62,1954,5,Male,3216 Ninth Drive,,Wichita,KS,67212,37.68,-97.34,$22638,$49817,$26928,600,2,1725,1,Debit,5497742793973953,09/2020,24,NO,2,$9146,12/2001,2012,No
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5.0,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5,1726,0,Debit (Prepaid),5014318785325420,03/2024,622,YES,1,$66,10/2019,2019,No
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5.0,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5,1726,1,Debit,4417739183409950,01/2023,990,NO,1,$18138,03/2015,2015,No
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5.0,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5,1726,2,Debit,5352211789998935,02/2021,443,YES,1,$23238,02/2014,2014,No
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5.0,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5,1726,3,Debit,5410637796399201,09/2022,983,YES,1,$20706,10/2013,2013,No
Nicole Macron,67,71,1952,8,Female,1429 Summit Drive,5.0,Parkville,MD,21234,39.38,-76.55,$23096,$47087,$92489,820,5,1726,4,Credit,4762138266799478,08/2022,495,YES,2,$12100,07/2002,2010,No
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,$18340,$36052,$6602,767,4,1727,0,Debit,4363891861741725,03/2020,662,YES,2,$19781,11/2013,2013,No
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,$18340,$36052,$6602,767,4,1727,1,Credit,6967609497983390,03/2023,334,YES,2,$9300,10/2003,2012,No
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,$18340,$36052,$6602,767,4,1727,2,Debit,5267551356380608,12/2022,984,NO,2,$5451,06/1999,2012,No
Melany Bailey,66,66,1953,7,Female,330 Martin Luther King Lane,,Angier,NC,27501,35.51,-78.73,$18340,$36052,$6602,767,4,1727,3,Debit,4103248264872952,02/2016,23,YES,2,$6491,11/2007,2013,No
Matias Stewart,29,71,1990,5,Male,4673 Washington Avenue,,Selma,AL,36703,32.41,-87.03,$12474,$25434,$0,698,2,1728,0,Credit,4051081191440795,02/2023,42,YES,1,$6900,01/2020,2020,No
Matias Stewart,29,71,1990,5,Male,4673 Washington Avenue,,Selma,AL,36703,32.41,-87.03,$12474,$25434,$0,698,2,1728,1,Credit,383475654382335,05/2024,835,NO,2,$6100,01/2020,2020,No
Colten Nelson,41,70,1978,9,Male,2397 Madison Avenue,,Lyman,SC,29365,34.95,-82.12,$18857,$38450,$51430,850,1,1729,0,Debit,4837452802436823,05/2022,288,YES,1,$16905,07/2006,2008,No
Noe Gutierrez,38,67,1981,3,Male,909 Eighth Street,,Milpitas,CA,95035,37.44,-121.87,$33758,$68827,$35669,755,2,1730,0,Debit,5503001623065365,04/2020,552,YES,1,$47153,02/2002,2006,No
Noe Gutierrez,38,67,1981,3,Male,909 Eighth Street,,Milpitas,CA,95035,37.44,-121.87,$33758,$68827,$35669,755,2,1730,1,Debit,4776377960241200,12/2022,190,YES,2,$25010,07/2010,2010,No
Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,,Katy,TX,77450,29.79,-95.82,$0,$399,$323,729,3,1731,0,Debit,5178473684405564,12/2022,562,YES,1,$232,12/2009,2010,No
Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,,Katy,TX,77450,29.79,-95.82,$0,$399,$323,729,3,1731,1,Credit,5012197802964363,02/2016,674,YES,2,$100,08/2013,2013,No
Reuben Torres,64,63,1956,2,Male,8146 Third Avenue,,Katy,TX,77450,29.79,-95.82,$0,$399,$323,729,3,1731,2,Debit (Prepaid),5855938431811539,04/2017,656,YES,1,$80,07/2003,2011,No
Paxton Carter,71,56,1949,1,Male,793 Norfolk Avenue,,Ocala,FL,34476,29.18,-82.13,$12992,$17775,$11520,746,1,1732,0,Credit,337444224350580,12/2022,542,YES,2,$3300,02/2020,2020,No
Dimitri Schmidt,64,67,1955,11,Male,28 West Lane,,Aurora,IL,60505,41.76,-88.29,$14200,$28954,$41461,636,2,1733,0,Debit,5799169833597049,01/2021,85,YES,1,$3483,06/2006,2013,No
Dimitri Schmidt,64,67,1955,11,Male,28 West Lane,,Aurora,IL,60505,41.76,-88.29,$14200,$28954,$41461,636,2,1733,1,Credit,345109128105029,02/2024,963,YES,2,$13900,01/2015,2015,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,0,Debit,5158280368787690,10/2024,616,YES,1,$70187,06/2002,2011,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,1,Debit,4077584980284629,12/2021,84,NO,2,$7821,01/2011,2014,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,2,Debit,5978884065247077,10/2024,708,YES,2,$96637,06/2007,2007,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,3,Credit,6977627305195042,03/2022,233,YES,2,$44200,09/2016,2016,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,4,Debit (Prepaid),4065795089404702,08/2023,765,NO,1,$68,03/2007,2007,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,5,Debit (Prepaid),5320344964229690,01/2021,628,YES,1,$54,01/2014,2014,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,6,Debit,5879372260390616,05/2022,403,YES,1,$62519,07/2011,2011,No
Sutton Sullivan,83,67,1936,3,Male,308 Second Boulevard,,Los Altos,CA,94024,37.34,-122.11,$76725,$82009,$6229,764,8,1734,7,Debit,4910341780863441,11/2022,246,YES,1,$87408,05/2013,2013,No
Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,,Gresham,OR,97080,45.47,-122.37,$22599,$46077,$135862,639,3,1735,0,Debit,5913847569907564,03/2024,237,YES,2,$15100,01/2009,2009,No
Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,,Gresham,OR,97080,45.47,-122.37,$22599,$46077,$135862,639,3,1735,1,Debit,5349556696203116,05/2024,875,YES,1,$2303,07/2008,2011,No
Kaleb Price,50,69,1970,2,Male,9190 Sussex Lane,,Gresham,OR,97080,45.47,-122.37,$22599,$46077,$135862,639,3,1735,2,Credit,4295192613583548,03/2023,349,YES,2,$9000,01/2020,2020,No
Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,6109,41.7,-72.67,$28557,$58225,$101148,685,3,1736,0,Credit,356005165062230,10/2021,507,YES,1,$12600,12/2008,2008,No
Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,6109,41.7,-72.67,$28557,$58225,$101148,685,3,1736,1,Debit,5240082203312523,05/2021,393,YES,1,$25027,06/2009,2009,No
Romeo Wood,36,65,1983,3,Male,296 Pine Boulevard,,Wethersfield,CT,6109,41.7,-72.67,$28557,$58225,$101148,685,3,1736,2,Debit,5127936739014860,01/2023,896,YES,1,$30424,09/2008,2011,No
Breanna Robinson,20,64,2000,1,Female,6877 Jefferson Drive,,Mays Landing,NJ,8330,39.45,-74.72,$23298,$47504,$65156,706,1,1737,0,Debit,5689212244021237,08/2022,924,YES,2,$14304,02/2020,2020,No
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514.0,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5,1738,0,Debit,4621223878831288,06/2016,682,YES,2,$19081,10/2015,2015,No
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514.0,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5,1738,1,Debit,5395339623143984,09/2020,501,YES,2,$17401,11/2013,2013,No
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514.0,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5,1738,2,Credit,5135678062479808,07/2021,505,YES,1,$12800,05/2010,2016,No
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514.0,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5,1738,3,Debit (Prepaid),5670005225763179,07/2015,698,YES,1,$42,07/2010,2011,No
Maya Bennett,58,67,1961,6,Female,91 Jefferson Drive,514.0,Bowling Green,KY,42103,36.97,-86.44,$26567,$54166,$0,707,5,1738,4,Debit,5818161374881413,06/2014,212,NO,2,$10404,06/2009,2010,No
Annabel King,54,66,1965,12,Female,294 Bayview Lane,4.0,Memphis,TN,38104,35.1,-90.0,$28570,$58248,$107130,728,4,1739,0,Debit,5517723360584005,07/2013,347,YES,1,$39422,07/2004,2009,No
Annabel King,54,66,1965,12,Female,294 Bayview Lane,4.0,Memphis,TN,38104,35.1,-90.0,$28570,$58248,$107130,728,4,1739,1,Credit,5237138657431099,09/2023,589,YES,1,$11900,04/2011,2011,No
Annabel King,54,66,1965,12,Female,294 Bayview Lane,4.0,Memphis,TN,38104,35.1,-90.0,$28570,$58248,$107130,728,4,1739,2,Debit,5974924187009496,06/2022,102,YES,2,$4880,02/2008,2010,No
Annabel King,54,66,1965,12,Female,294 Bayview Lane,4.0,Memphis,TN,38104,35.1,-90.0,$28570,$58248,$107130,728,4,1739,3,Debit,5764898909630971,04/2020,255,YES,2,$25392,07/1998,2014,No
Caleb Masvidal,30,70,1989,4,Male,4328 Forest Boulevard,,Fort Lauderdale,FL,33316,26.14,-80.13,$45143,$92046,$6658,681,2,1740,0,Credit,5591895053896003,02/2020,836,YES,1,$18500,01/2020,2020,No
Caleb Masvidal,30,70,1989,4,Male,4328 Forest Boulevard,,Fort Lauderdale,FL,33316,26.14,-80.13,$45143,$92046,$6658,681,2,1740,1,Debit (Prepaid),5076996431094044,01/2022,241,YES,1,$57,01/2020,2020,No
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,$19983,$40745,$18371,718,4,1741,0,Credit,4816860056537332,11/2022,197,YES,1,$10100,06/2011,2014,No
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,$19983,$40745,$18371,718,4,1741,1,Debit,5764651900129904,03/2024,596,YES,1,$2037,06/2009,2013,No
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,$19983,$40745,$18371,718,4,1741,2,Debit,4991364969575729,01/2021,244,YES,2,$21999,06/2010,2015,No
Pedro Gonzalez,53,66,1966,12,Male,153 Wessex Drive,,Sarasota,FL,34243,27.33,-82.54,$19983,$40745,$18371,718,4,1741,3,Debit,5557499918915420,01/2021,576,YES,2,$15793,04/1994,2012,No
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,$35563,$87659,$0,779,4,1742,0,Debit,5675256776194426,01/2021,833,NO,1,$28844,08/1998,2011,No
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,$35563,$87659,$0,779,4,1742,1,Debit,5595385125014567,08/2023,519,YES,1,$34023,09/2008,2008,No
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,$35563,$87659,$0,779,4,1742,2,Credit,335445013271477,09/2022,999,YES,1,$19400,12/2010,2013,No
Raelyn Carter,71,68,1948,7,Female,9854 Park Lane,,Burke,VA,22015,38.78,-77.27,$35563,$87659,$0,779,4,1742,3,Credit,339792898644120,06/2023,936,YES,1,$16100,06/2011,2011,No
Sergio Stewart,29,64,1990,5,Male,5537 Forest Lane,,Sacramento,CA,95818,38.55,-121.49,$31184,$63583,$200435,635,1,1743,0,Credit,4300321753140483,08/2022,628,YES,2,$18400,03/2015,2015,No
Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,,Alhambra,CA,91803,34.07,-118.14,$20059,$40900,$64420,678,3,1744,0,Debit,4191974309505453,01/2018,802,YES,2,$17314,06/2008,2014,No
Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,,Alhambra,CA,91803,34.07,-118.14,$20059,$40900,$64420,678,3,1744,1,Debit,5404392353169210,10/2020,819,YES,1,$20999,05/2005,2007,No
Jaxxon Wright,58,66,1962,1,Male,735 Forest Avenue,,Alhambra,CA,91803,34.07,-118.14,$20059,$40900,$64420,678,3,1744,2,Debit,4475946693710004,11/2006,530,YES,2,$7199,10/2006,2013,No
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,$17665,$43070,$14135,726,4,1745,0,Debit,5089930923373798,08/2020,17,YES,1,$23956,04/2010,2010,No
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,$17665,$43070,$14135,726,4,1745,1,Debit,5773396250865734,02/2019,800,YES,2,$17695,12/2016,2016,No
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,$17665,$43070,$14135,726,4,1745,2,Debit,4246551286869282,08/2022,593,YES,2,$22765,02/2018,2018,No
Saanvi Flores,67,67,1952,7,Female,728 Sixth Avenue,,Oakfield,NY,14125,43.06,-78.27,$17665,$43070,$14135,726,4,1745,3,Debit,4515082319612545,02/2020,194,YES,1,$15934,01/2017,2017,No
Malik Scott,54,67,1966,1,Male,41 Grant Drive,,Montgomery,AL,36104,32.35,-86.28,$11703,$23863,$83430,536,2,1746,0,Debit,4107644655969763,10/2017,870,YES,1,$9295,05/2009,2009,No
Malik Scott,54,67,1966,1,Male,41 Grant Drive,,Montgomery,AL,36104,32.35,-86.28,$11703,$23863,$83430,536,2,1746,1,Debit,5164840016148969,08/2023,26,YES,2,$7112,05/2010,2014,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,0,Debit,5550568534248004,07/2024,941,YES,2,$23712,01/2008,2009,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,1,Debit,5549004168547038,02/2021,29,YES,1,$33471,08/2006,2011,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,2,Debit,4982899751098466,02/2020,864,YES,1,$23240,09/2015,2015,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,3,Debit,4249726842929939,07/2022,917,YES,1,$18828,08/2014,2014,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,4,Credit,4161722287532690,10/2010,265,YES,1,$14000,09/2010,2016,No
Rodney King,92,67,1927,6,Male,619 North Avenue,,Danville,NH,3819,42.91,-71.12,$26541,$56099,$933,751,6,1747,5,Debit (Prepaid),5921304090510635,07/2022,404,YES,2,$20,02/2008,2017,No
Lyanna Ajami,32,65,1988,1,Female,219 Federal Street,,Dickinson,TX,77539,29.45,-95.06,$24217,$49374,$108192,706,2,1748,0,Debit,5037463911586202,05/2021,117,YES,1,$16339,10/2012,2012,No
Lyanna Ajami,32,65,1988,1,Female,219 Federal Street,,Dickinson,TX,77539,29.45,-95.06,$24217,$49374,$108192,706,2,1748,1,Debit,5078145607261496,07/2021,614,YES,2,$23902,01/2020,2020,No
Preston Fu,20,66,1999,7,Male,3404 Main Lane,82.0,Cranberry Twp,PA,16066,40.71,-80.1,$35188,$71750,$117124,697,3,1749,0,Debit,4777168194473448,12/2024,558,YES,2,$38025,01/2020,2020,No
Preston Fu,20,66,1999,7,Male,3404 Main Lane,82.0,Cranberry Twp,PA,16066,40.71,-80.1,$35188,$71750,$117124,697,3,1749,1,Credit,4696113920786154,07/2020,495,YES,2,$22900,01/2020,2020,No
Preston Fu,20,66,1999,7,Male,3404 Main Lane,82.0,Cranberry Twp,PA,16066,40.71,-80.1,$35188,$71750,$117124,697,3,1749,2,Debit,5452689036471935,07/2024,803,YES,1,$24682,01/2020,2020,No
Aria Rogers,20,66,1999,7,Female,75 Third Avenue,,West Chester,OH,45069,39.33,-84.4,$31920,$65082,$88347,850,1,1750,0,Credit,4269419419379307,02/2024,906,YES,2,$6200,01/2020,2020,No
Colton Fox,18,65,2002,1,Male,33 Lafayette Lane,178.0,Balch Springs,TX,75180,32.76,-96.59,$14245,$29047,$36835,786,1,1751,0,Debit,4097047880363971,10/2024,652,YES,2,$9241,02/2020,2020,No
Brody King,43,68,1976,6,Male,125 Plum Drive,1.0,Hawthorne,CA,90250,33.91,-118.34,$19153,$39052,$65861,804,4,1752,0,Credit,4972676446491092,06/2022,555,NO,2,$11500,02/2010,2010,No
Brody King,43,68,1976,6,Male,125 Plum Drive,1.0,Hawthorne,CA,90250,33.91,-118.34,$19153,$39052,$65861,804,4,1752,1,Debit,5710919174207434,09/2021,13,NO,1,$14958,12/2005,2009,No
Brody King,43,68,1976,6,Male,125 Plum Drive,1.0,Hawthorne,CA,90250,33.91,-118.34,$19153,$39052,$65861,804,4,1752,2,Debit (Prepaid),4394875861818282,03/2021,15,YES,2,$20,09/2008,2008,No
Brody King,43,68,1976,6,Male,125 Plum Drive,1.0,Hawthorne,CA,90250,33.91,-118.34,$19153,$39052,$65861,804,4,1752,3,Debit,5615301359229492,06/2008,29,NO,1,$4581,10/2006,2009,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,0,Debit,4419460752105618,02/2023,113,YES,1,$18116,01/2010,2010,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,1,Debit,5642115649403351,03/2020,731,YES,1,$23082,06/2009,2009,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,2,Credit,4199299822093543,09/2015,515,YES,2,$19100,01/2008,2008,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,3,Debit,5479463619359581,08/2023,700,YES,2,$23740,10/2006,2014,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,4,Debit,5499930396917667,11/2021,570,YES,1,$22242,02/1996,2012,No
Rivka Taylor,94,65,1926,1,Female,4570 Valley Stream Lane,236.0,Wauconda,IL,60084,42.26,-88.13,$28147,$40787,$1574,782,6,1753,5,Credit,4445565501557714,09/2020,474,YES,2,$12700,06/2011,2011,No
Belen Stewart,22,64,1997,12,Female,109 El Camino Avenue,,Houston,TX,77093,29.76,-95.38,$11219,$22876,$36157,685,2,1754,0,Credit,4570269578447082,02/2024,74,YES,2,$5000,02/2020,2020,No
Belen Stewart,22,64,1997,12,Female,109 El Camino Avenue,,Houston,TX,77093,29.76,-95.38,$11219,$22876,$36157,685,2,1754,1,Debit,5118294961901335,01/2020,713,YES,1,$7640,01/2020,2020,No
Gabriela Davis,61,60,1958,3,Female,8301 Tenth Drive,,Medford,OR,97504,42.33,-122.79,$18961,$30359,$16552,758,2,1755,0,Debit,4400094918183273,06/2020,700,NO,1,$6789,01/2007,2009,No
Gabriela Davis,61,60,1958,3,Female,8301 Tenth Drive,,Medford,OR,97504,42.33,-122.79,$18961,$30359,$16552,758,2,1755,1,Credit,5413710543564908,10/2024,454,YES,1,$6600,12/2019,2019,No
Samira Ross,47,66,1972,6,Female,6613 Hill Drive,,Williamsburg,KY,40769,36.73,-84.16,$12814,$26130,$54290,498,1,1756,0,Debit,5918070737334540,09/2023,879,YES,2,$898,10/2004,2007,No
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5,1757,0,Debit,5601819028761095,05/2023,832,NO,1,$137669,12/2010,2010,No
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5,1757,1,Credit,4309358602980982,08/2023,207,YES,1,$58100,04/2006,2011,No
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5,1757,2,Credit,4744339709686056,06/2020,810,YES,2,$49300,07/2009,2010,No
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5,1757,3,Debit,5945500533879840,01/2023,428,YES,1,$92828,12/2016,2016,No
Barrett Schmidt,59,66,1960,9,Male,910 Eighth Drive,,Houston,TX,77056,29.76,-95.38,$95039,$193768,$150896,686,5,1757,4,Credit,5079922576804283,10/2022,242,YES,2,$55300,11/2010,2010,No
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.2,$13632,$27795,$72318,701,4,1758,0,Debit (Prepaid),5390553032149250,02/2024,292,NO,2,$71,01/2020,2020,No
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.2,$13632,$27795,$72318,701,4,1758,1,Debit,5120169290018670,02/2022,784,YES,1,$11591,03/2011,2011,No
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.2,$13632,$27795,$72318,701,4,1758,2,Debit,5538394493237764,07/2019,115,YES,1,$8633,08/2011,2011,No
Elian Fernandez,32,67,1987,8,Male,3525 Second Lane,,Lynwood,CA,90262,33.92,-118.2,$13632,$27795,$72318,701,4,1758,3,Debit,4377250779161296,02/2024,393,YES,1,$12496,06/2008,2010,No
Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,,Northport,AL,35476,33.24,-87.59,$15540,$31688,$66776,605,3,1759,0,Debit (Prepaid),5333013779987101,01/2009,836,YES,2,$4,05/2007,2009,No
Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,,Northport,AL,35476,33.24,-87.59,$15540,$31688,$66776,605,3,1759,1,Credit,4033661530367499,01/2023,95,YES,2,$8000,02/2012,2012,No
Genesis Jones,53,66,1967,2,Female,919 Oak Boulevard,,Northport,AL,35476,33.24,-87.59,$15540,$31688,$66776,605,3,1759,2,Credit,6268816898046008,05/2022,829,YES,1,$8600,11/2011,2011,No
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,$18024,$36753,$33657,684,4,1760,0,Debit (Prepaid),4550158721667391,05/2020,764,YES,1,$71,11/2013,2013,No
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,$18024,$36753,$33657,684,4,1760,1,Debit,4691816721269524,11/2023,564,YES,2,$11347,10/2006,2009,No
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,$18024,$36753,$33657,684,4,1760,2,Credit,4392345136564007,01/2024,539,YES,1,$8800,08/2007,2012,No
Colt Cook,36,66,1983,8,Male,430 Grant Boulevard,,York,NE,68467,40.87,-97.59,$18024,$36753,$33657,684,4,1760,3,Credit,4174000010311703,07/2023,922,YES,1,$14700,07/2016,2016,No
Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,,Cocoa,FL,32926,28.37,-80.75,$19018,$12796,$22192,644,3,1761,0,Debit,4086714175586108,05/2010,977,YES,2,$9661,05/2008,2015,No
Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,,Cocoa,FL,32926,28.37,-80.75,$19018,$12796,$22192,644,3,1761,1,Debit,4224384711964351,03/2015,585,YES,2,$26872,02/2006,2015,No
Alfredo Cruz,63,62,1956,8,Male,9 Mill Drive,,Cocoa,FL,32926,28.37,-80.75,$19018,$12796,$22192,644,3,1761,2,Debit (Prepaid),5454320123258478,03/2020,429,YES,1,$102,02/2010,2010,No
Livia Stewart,32,65,1987,8,Female,635 East Drive,,Blackwell,OK,74631,36.8,-97.29,$15077,$30737,$35858,815,2,1762,0,Debit,5666750494047679,04/2023,756,NO,1,$10767,09/2008,2008,No
Livia Stewart,32,65,1987,8,Female,635 East Drive,,Blackwell,OK,74631,36.8,-97.29,$15077,$30737,$35858,815,2,1762,1,Debit,5482357093415075,11/2024,625,YES,1,$14393,02/2020,2020,No
Achilles Schmidt,30,62,1989,12,Male,9207 Madison Boulevard,,Germantown,MD,20876,39.17,-77.26,$31555,$64340,$94513,637,1,1763,0,Debit (Prepaid),4940092514148148,01/2024,337,YES,2,$62,02/2020,2020,No
Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,8088,39.8,-74.62,$28433,$57975,$34570,773,4,1764,0,Credit,4472791439889132,10/2020,900,YES,2,$25300,01/2006,2009,No
Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,8088,39.8,-74.62,$28433,$57975,$34570,773,4,1764,1,Debit,4961188850895805,08/2021,629,NO,1,$28884,02/2010,2015,No
Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,8088,39.8,-74.62,$28433,$57975,$34570,773,4,1764,2,Debit,4061229587825801,08/2024,127,YES,1,$2696,09/2008,2013,No
Brylee Price,50,74,1969,4,Female,818 12th Lane,,Vincentown,NJ,8088,39.8,-74.62,$28433,$57975,$34570,773,4,1764,3,Credit,4846362912981071,03/2013,650,YES,1,$9200,01/2013,2013,No
Devin Roberts,30,67,1989,7,Male,774 Park Lane,,Chilton,WI,53014,44.02,-88.16,$19382,$39520,$53896,772,1,1765,0,Debit,5481399554489218,08/2019,754,NO,2,$21005,11/2009,2010,No
Ashlyn Scott,59,68,1960,3,Female,5238 Park Street,10.0,Union City,NJ,7087,40.76,-74.03,$16770,$34190,$39242,810,7,1766,0,Debit,5932064740893460,01/2023,263,NO,1,$18689,03/2008,2009,No
Ashlyn Scott,59,68,1960,3,Female,5238 Park Street,10.0,Union City,NJ,7087,40.76,-74.03,$16770,$34190,$39242,810,7,1766,1,Credit,5226320820755917,04/2020,569,YES,1,$9300,01/2008,2008,No
