User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1405,0,Mastercard,Debit,5816338605169380,Jun-20,932,YES,1,"$11,164.00",Feb-08,2009,No
1405,1,Visa,Credit,4993477414094950,Oct-24,698,YES,1,"$9,900.00",Jul-06,2011,No
1406,0,Visa,Debit,4801854572462060,Sep-11,591,YES,1,"$16,750.00",Sep-06,2012,No
1407,0,Visa,Debit (Prepaid),4897531644645190,Aug-20,326,YES,1,$80.00,Feb-20,2020,No
1407,1,Mastercard,Debit,5084870986694890,Jan-23,429,YES,1,"$12,233.00",Feb-20,2020,No
1408,0,Visa,Debit,4892957791439450,Oct-09,711,YES,2,"$5,216.00",Mar-09,2009,No
1408,1,Mastercard,Debit,5424759091285900,Sep-24,971,YES,2,"$9,082.00",Jan-20,2020,No
1408,2,Discover,Credit,6037017552543620,Mar-24,945,YES,2,"$18,100.00",Jan-20,2020,No
1408,3,Visa,Credit,4474089244704700,Feb-20,228,YES,1,"$11,100.00",Feb-20,2020,No
1409,0,Visa,Debit,4635113983149320,Sep-24,511,YES,1,"$19,158.00",Nov-09,2010,No
1409,1,Mastercard,Debit,5431693041561230,Jun-20,010,YES,1,"$19,788.00",Nov-18,2018,No
1409,2,Mastercard,Debit,5000761209331070,Feb-21,797,YES,1,"$15,259.00",Feb-10,2010,No
1409,3,Mastercard,Debit,5250424530939340,Sep-20,354,YES,2,"$19,728.00",Mar-13,2013,No
1409,4,Visa,Debit,4060108859418720,Aug-09,710,YES,1,"$13,530.00",Aug-04,2011,No
1410,0,Mastercard,Debit,5417072753532780,Aug-19,346,YES,1,$142.00,May-08,2012,No
1411,0,Visa,Debit,4008395642072930,Sep-21,740,YES,1,"$16,210.00",Feb-17,2017,No
1411,1,Visa,Credit,4641536059627810,Feb-20,760,YES,1,"$15,200.00",Jan-20,2020,No
1411,2,Mastercard,Debit,5863465955533490,Oct-23,577,YES,2,"$24,200.00",Jan-20,2020,No
1412,0,Mastercard,Debit (Prepaid),5958774087904380,Mar-08,758,YES,1,$82.00,Jun-07,2009,No
1412,1,Visa,Debit,4756126690850860,Jun-20,872,YES,1,"$21,057.00",Sep-10,2010,No
1412,2,Amex,Credit,360634127644380,Apr-21,094,YES,1,"$8,900.00",Oct-02,2012,No
1412,3,Visa,Debit,4146154993993960,Sep-22,026,NO,2,"$17,789.00",Feb-98,2019,No
1413,0,Mastercard,Debit,5738274444891250,Apr-23,253,YES,2,"$14,388.00",Jun-07,2007,No
1413,1,Visa,Debit,4992225653748600,Aug-24,385,YES,1,"$26,582.00",Sep-04,2005,No
1413,2,Visa,Debit,4820068957704850,May-23,694,YES,1,"$21,619.00",Jan-16,2016,No
1414,0,Mastercard,Debit,5809580055839540,Dec-20,908,YES,1,"$32,704.00",Jul-07,2008,No
1415,0,Mastercard,Debit (Prepaid),5369067205369590,Jan-14,902,YES,1,$70.00,Sep-98,2006,No
1415,1,Amex,Credit,315253583009303,Apr-12,103,NO,1,"$23,900.00",Mar-10,2017,No
1415,2,Visa,Debit,4738213924782740,Sep-20,383,YES,2,"$38,120.00",Jun-07,2011,No
1415,3,Mastercard,Debit,5718325041563270,Mar-19,487,YES,1,"$5,753.00",Oct-07,2009,No
1416,0,Amex,Credit,386984033021293,Jan-21,449,YES,2,"$15,500.00",Jun-10,2012,No
1416,1,Visa,Debit,4006144248025420,Apr-22,423,YES,2,"$21,916.00",Jan-20,2020,No
1416,2,Visa,Debit,4400720809625430,Feb-20,142,YES,1,"$25,579.00",Jan-20,2020,No
1417,0,Mastercard,Debit,5612519597863970,Jul-23,575,YES,1,"$16,144.00",Feb-03,2011,No
1417,1,Mastercard,Debit,5085325105432050,May-24,720,NO,1,"$12,535.00",Nov-19,2019,No
1417,2,Visa,Credit,4579975371658950,Jun-20,013,YES,2,"$7,600.00",May-09,2013,No
1417,3,Mastercard,Debit,5288183247403840,Dec-17,391,YES,1,"$14,514.00",Jul-08,2008,No
1417,4,Mastercard,Credit,5410016015074470,Jan-20,674,YES,2,"$7,500.00",Mar-16,2016,No
1418,0,Visa,Credit,4783560032101200,Dec-22,606,YES,2,"$9,700.00",Dec-10,2011,No
1418,1,Mastercard,Debit,5984424268414250,Feb-21,794,NO,1,"$18,450.00",Dec-12,2012,No
1418,2,Visa,Debit (Prepaid),4455523301338730,May-21,617,YES,1,$65.00,Jun-07,2008,No
1418,3,Mastercard,Debit,5737194797232030,Feb-23,310,YES,2,"$13,529.00",Jan-10,2010,No
1418,4,Discover,Credit,6155749284043200,Dec-23,616,YES,1,"$10,300.00",Feb-10,2013,No
1419,0,Mastercard,Credit,5061425671526060,Sep-22,021,NO,1,"$20,100.00",Jun-11,2012,No
1419,1,Mastercard,Debit (Prepaid),5446786190259540,Oct-24,287,NO,2,$61.00,Jan-09,2016,No
1419,2,Visa,Credit,4784578119131330,Sep-18,526,YES,2,"$18,100.00",Oct-10,2010,No
1419,3,Mastercard,Debit,5225250785593490,Dec-24,071,YES,2,"$34,731.00",Oct-97,2011,No
1419,4,Visa,Debit,4290693805811510,Sep-16,032,YES,1,"$23,392.00",Jan-09,2011,No
1420,0,Mastercard,Debit (Prepaid),5930584948662060,Mar-20,601,YES,2,$52.00,May-09,2012,No
1420,1,Mastercard,Debit,5357083238089200,Jun-20,131,YES,2,"$24,129.00",Jul-02,2018,No
1421,0,Mastercard,Debit,5060989844010070,Feb-21,181,NO,1,"$27,847.00",Jun-09,2011,No
1421,1,Mastercard,Credit,5197842817300170,Dec-22,763,YES,1,"$12,100.00",Feb-20,2020,No
1422,0,Mastercard,Debit,5813380740656050,Feb-21,778,YES,1,"$15,847.00",Apr-03,2010,No
1422,1,Amex,Credit,366703189364969,Jan-24,003,YES,1,"$13,500.00",Jan-06,2010,No
1422,2,Visa,Credit,4831171485300760,Jul-22,704,YES,2,"$11,400.00",Jul-12,2012,No
1423,0,Visa,Debit,4511173067957920,Aug-22,468,YES,2,"$5,520.00",Apr-10,2010,No
1423,1,Visa,Debit,4228336071745120,Jun-23,445,NO,1,"$1,559.00",Jun-07,2010,No
1423,2,Visa,Debit,4129299581714210,Jun-22,296,YES,2,"$11,836.00",Jun-03,2015,No
1423,3,Mastercard,Debit,5966550024798420,Sep-24,577,YES,1,"$19,211.00",Jan-04,2015,No
1423,4,Visa,Debit,4984630717840060,Aug-19,910,YES,2,"$5,909.00",Oct-08,2012,No
1423,5,Visa,Debit,4888494328219550,Apr-18,040,YES,2,"$16,410.00",Apr-01,2011,No
1424,0,Amex,Credit,336043262314937,Apr-20,467,YES,1,"$13,300.00",Oct-09,2009,No
1424,1,Visa,Credit,4874803935373540,Nov-15,840,YES,2,"$9,300.00",Aug-13,2013,No
1424,2,Mastercard,Credit,5430424247547750,Feb-20,262,YES,2,"$7,200.00",Feb-20,2020,No
1425,0,Visa,Credit,4317393372526100,Jul-22,837,YES,1,"$11,900.00",Dec-11,2011,No
1425,1,Visa,Credit,4959412347021850,Apr-23,714,YES,2,"$10,500.00",Sep-15,2015,No
1425,2,Mastercard,Debit,5254338671695550,Aug-18,492,YES,1,"$14,865.00",Mar-17,2017,No
1425,3,Mastercard,Debit,5694994900500570,Jun-20,517,YES,2,"$15,298.00",Jul-06,2009,No
1425,4,Mastercard,Debit,5804559102457690,Jun-20,032,YES,1,"$23,481.00",Jun-96,2012,No
1425,5,Visa,Credit,4093144761309720,Jan-22,231,YES,1,"$14,700.00",May-07,2014,No
1425,6,Mastercard,Debit (Prepaid),5765279389616520,Jul-24,043,YES,2,$47.00,Jun-03,2013,No
1425,7,Mastercard,Debit,5804202825966460,Aug-23,021,YES,1,"$22,625.00",Sep-07,2008,No
1426,0,Visa,Debit (Prepaid),4969817527377030,Nov-22,756,YES,1,$110.00,Mar-07,2007,No
1426,1,Visa,Debit,4138210173016900,Jun-21,076,YES,1,$328.00,Sep-15,2015,No
1426,2,Visa,Credit,4573665962578720,Nov-20,452,YES,2,$100.00,Feb-10,2011,No
1427,0,Visa,Credit,4515199158031460,Oct-21,329,YES,2,"$8,800.00",Jun-03,2016,No
1427,1,Visa,Debit,4372530411325670,Nov-20,694,YES,1,"$3,942.00",Jul-09,2016,No
1428,0,Mastercard,Debit,5505845036892820,Oct-21,658,YES,1,"$32,488.00",Dec-10,2010,No
1428,1,Amex,Credit,387958574593201,Aug-21,842,YES,1,"$20,000.00",Aug-07,2020,No
1428,2,Amex,Credit,336029900720764,Oct-20,696,NO,1,"$14,500.00",Jan-08,2011,No
1428,3,Mastercard,Debit,5064319723077990,Jan-23,109,YES,1,"$25,900.00",Sep-10,2010,No
1428,4,Visa,Credit,4077302487318690,Jan-22,537,YES,1,"$14,800.00",Feb-00,2012,No
1428,5,Visa,Credit,4554398515333300,Feb-23,112,YES,2,"$15,600.00",Sep-11,2011,No
1429,0,Mastercard,Debit (Prepaid),5579265768450760,Feb-20,223,YES,2,$51.00,Mar-06,2011,No
1429,1,Visa,Credit,4103345732677830,Aug-22,996,YES,2,"$5,600.00",May-13,2013,No
1429,2,Mastercard,Debit,5788572539288230,Jan-21,352,YES,2,"$13,235.00",Oct-14,2014,No
1430,0,Visa,Debit (Prepaid),4999469198380750,Feb-22,551,YES,2,$33.00,Dec-03,2010,No
1430,1,Mastercard,Debit,5117465520730130,Apr-20,950,YES,2,"$34,675.00",Jul-04,2018,No
1431,0,Visa,Debit,4416198606646670,Dec-20,143,YES,1,"$19,824.00",Aug-18,2018,No
1431,1,Visa,Debit,4101718321165420,Feb-20,388,YES,1,"$9,827.00",Feb-08,2009,No
1432,0,Visa,Credit,4303989107608840,Jul-24,515,YES,2,"$9,700.00",Jul-07,2009,No
1433,0,Amex,Credit,314664594016772,May-23,957,YES,2,"$5,400.00",Jan-18,2018,No
1433,1,Mastercard,Debit,5016370406985580,Mar-18,313,YES,1,"$12,079.00",Apr-17,2017,No
1434,0,Visa,Debit,4162004533229290,Jul-20,851,YES,2,"$19,436.00",Mar-11,2011,No
1434,1,Visa,Credit,4979556172920760,Aug-24,507,YES,2,"$10,600.00",May-05,2005,No
1434,2,Mastercard,Credit,5396816689935400,Mar-23,414,YES,1,"$9,600.00",Aug-07,2011,No
1435,0,Mastercard,Debit,5269665726380860,Apr-20,980,YES,1,"$17,500.00",Jan-20,2020,No
1435,1,Mastercard,Debit,5190760062981850,Mar-20,810,YES,2,"$21,797.00",Feb-20,2020,No
1435,2,Mastercard,Credit,5705900872232410,Jun-22,550,YES,1,"$16,700.00",Feb-20,2020,No
1435,3,Amex,Credit,318070021444265,Dec-22,160,YES,1,"$8,800.00",Jan-20,2020,No
1436,0,Mastercard,Debit (Prepaid),5983193668955520,May-21,265,YES,2,$87.00,Aug-06,2016,No
1436,1,Mastercard,Credit,5533719099929400,Sep-07,945,YES,2,"$6,000.00",Aug-04,2010,No
1437,0,Visa,Debit,4836616684752340,Jul-21,399,YES,2,"$10,182.00",Jul-05,2011,No
1437,1,Visa,Debit,4114768485287180,Mar-23,234,YES,1,"$2,566.00",Sep-09,2012,No
1438,0,Mastercard,Debit,5104427511153640,Sep-21,720,YES,1,"$25,693.00",Jan-20,2020,No
1438,1,Mastercard,Debit,5034696278823230,Nov-20,154,YES,1,"$43,122.00",Oct-02,2011,No
1439,0,Mastercard,Debit,5416630687506720,Mar-23,240,YES,2,"$5,793.00",Jul-03,2013,No
1439,1,Visa,Debit,4355016101875990,Jul-23,864,YES,1,"$2,950.00",Oct-05,2014,No
1439,2,Discover,Credit,6635329128734620,Mar-15,405,YES,1,"$6,600.00",Jul-14,2014,No
1439,3,Mastercard,Debit,5157654602857020,Jan-21,061,YES,1,"$21,378.00",Mar-15,2015,No
1440,0,Mastercard,Debit,5132514461067100,Dec-07,356,YES,1,"$29,283.00",May-03,2012,No
1441,0,Visa,Debit,4680710047774160,May-20,450,YES,1,"$12,220.00",Sep-93,2011,No
1441,1,Mastercard,Debit,5300904662487170,Mar-21,946,NO,1,"$30,096.00",Aug-09,2009,No
1441,2,Mastercard,Debit,5773517601936210,Feb-20,656,YES,2,"$12,068.00",Jan-20,2020,No
1442,0,Mastercard,Debit,5903210987711410,Oct-24,288,YES,2,"$10,039.00",Jan-20,2020,No
1442,1,Mastercard,Debit (Prepaid),5709214226013910,Feb-20,012,NO,2,$66.00,Feb-20,2020,No
1442,2,Mastercard,Debit,5408447393977140,Feb-20,466,YES,2,"$22,043.00",Jan-20,2020,No
1442,3,Visa,Debit (Prepaid),4668401810025170,Jun-22,651,YES,2,$56.00,Jan-20,2020,No
1442,4,Mastercard,Credit,5444281905653210,Sep-23,074,YES,2,"$7,100.00",Nov-18,2018,No
1443,0,Visa,Debit,4603341026600180,May-12,611,YES,2,"$1,112.00",Jan-07,2013,No
1443,1,Visa,Debit,4219385006716240,Jul-23,676,YES,2,"$8,643.00",Mar-09,2015,No
1443,2,Visa,Credit,4376956078073120,Nov-20,045,YES,1,"$8,800.00",Sep-09,2012,No
1443,3,Mastercard,Debit (Prepaid),5457193458056810,Aug-24,138,YES,2,$68.00,Feb-17,2017,No
1444,0,Mastercard,Debit,5659646110824730,Jul-16,243,YES,1,"$6,949.00",Feb-03,2008,No
1444,1,Mastercard,Debit,5046483953202630,Nov-21,440,YES,2,"$8,169.00",Dec-07,2007,No
1444,2,Mastercard,Credit,5172226378448320,Dec-22,648,YES,1,"$6,400.00",May-09,2010,No
1445,0,Mastercard,Debit (Prepaid),5858496467111390,Sep-23,491,NO,1,$45.00,Jan-20,2020,No
1445,1,Mastercard,Debit,5207888548617780,Jan-20,537,YES,2,"$14,759.00",Jan-20,2020,No
1445,2,Mastercard,Debit,5365464128698340,Mar-21,127,YES,2,"$5,372.00",Feb-20,2020,No
1446,0,Mastercard,Debit,5877150082253440,Dec-23,299,NO,1,"$12,059.00",Nov-06,2008,No
1446,1,Mastercard,Debit,5486956731385310,Nov-13,963,YES,1,"$13,823.00",Mar-08,2011,No
1446,2,Mastercard,Debit,5110177937842500,Apr-23,932,YES,1,"$13,555.00",Nov-07,2011,No
1446,3,Visa,Debit,4662466858823440,May-24,280,YES,2,"$7,991.00",Dec-06,2009,No
1447,0,Mastercard,Debit,5601903712765460,Feb-20,584,YES,1,"$25,935.00",May-07,2012,No
1447,1,Mastercard,Credit,5158541599253880,Oct-21,471,YES,2,"$14,100.00",Feb-20,2020,No
1448,0,Visa,Debit,4340145979701810,Sep-24,242,YES,1,"$18,290.00",Dec-09,2015,No
1448,1,Visa,Debit,4428689481735980,Mar-22,698,YES,2,"$15,322.00",Apr-94,2009,No
1448,2,Visa,Debit (Prepaid),4262959598704280,Jan-16,710,YES,1,$22.00,Feb-10,2013,No
1448,3,Visa,Credit,4955210270382740,Nov-24,551,YES,2,"$5,700.00",Jul-10,2010,No
1448,4,Mastercard,Debit,5131584971414260,Apr-10,655,YES,2,"$26,303.00",Jan-05,2008,No
1449,0,Visa,Credit,4268635785571600,Jan-21,036,YES,2,"$12,400.00",Feb-20,2020,No
1449,1,Amex,Credit,379047099954355,Nov-23,178,YES,1,"$8,200.00",Feb-09,2009,No
1450,0,Mastercard,Debit,5318644266130470,Jan-21,925,YES,2,"$31,741.00",Aug-19,2019,No
1450,1,Visa,Credit,4112282514083000,Jul-21,619,YES,2,"$14,500.00",Aug-08,2010,No
1450,2,Visa,Credit,4622003534052010,Mar-24,207,YES,2,"$11,200.00",Jul-09,2011,No
1451,0,Visa,Credit,4642554061349240,Feb-20,763,YES,2,"$8,400.00",Mar-13,2013,No
1451,1,Mastercard,Debit,5189892950843580,Oct-17,495,YES,2,"$36,920.00",Dec-05,2011,No
1452,0,Mastercard,Debit,5018455451330730,Nov-24,904,YES,3,"$1,129.00",Oct-08,2012,No
1452,1,Mastercard,Credit,5377821284992060,Nov-22,138,YES,1,"$2,900.00",Jun-10,2010,No
1452,2,Visa,Debit,4720829352602340,Apr-17,702,YES,2,"$11,902.00",Jul-14,2014,No
1452,3,Visa,Debit,4793063304202940,Oct-23,029,YES,1,"$9,290.00",Mar-03,2009,No
1453,0,Amex,Credit,389499805815638,Feb-24,391,YES,2,"$11,500.00",Feb-20,2020,No
1454,0,Mastercard,Debit (Prepaid),5209314764335780,Sep-23,770,YES,1,$28.00,Feb-20,2020,No
1454,1,Mastercard,Debit,5893624216668660,May-23,056,YES,2,"$10,365.00",Feb-20,2020,No
1455,0,Mastercard,Debit,5953738621410050,Dec-22,144,YES,1,"$27,123.00",Oct-12,2012,No
1455,1,Mastercard,Debit,5585130631780940,Jul-21,782,YES,2,"$26,564.00",Dec-16,2016,No
1455,2,Mastercard,Debit,5810782752163020,Oct-21,359,YES,2,"$19,915.00",Apr-15,2015,No
1456,0,Visa,Debit,4431855128075920,Oct-22,165,YES,1,"$17,446.00",Jan-20,2020,No
1456,1,Visa,Debit,4732750497887750,Aug-21,029,YES,2,"$7,330.00",Feb-20,2020,No
1457,0,Visa,Debit,4391595396891550,Jul-20,346,YES,2,"$10,876.00",Feb-11,2011,No
1458,0,Amex,Credit,375292277672255,Mar-21,667,YES,2,"$36,200.00",Jan-05,2007,No
1459,0,Visa,Credit,4198207686929970,Mar-21,480,YES,1,$800.00,May-01,2008,No
1459,1,Mastercard,Debit,5482273460029160,Jul-24,079,NO,1,"$24,690.00",Dec-19,2019,No
1460,0,Visa,Debit (Prepaid),4402937579552700,Nov-19,585,NO,2,$85.00,Jan-07,2018,No
1460,1,Visa,Credit,4003846186083980,Aug-24,474,YES,2,"$8,800.00",Sep-11,2011,No
1460,2,Mastercard,Credit,5682264285595880,Apr-20,798,YES,1,"$14,200.00",Jul-06,2009,No
1460,3,Visa,Debit,4443781290442850,Jun-20,841,NO,2,"$40,920.00",Jun-03,2015,No
1460,4,Mastercard,Debit,5831664882961720,Sep-23,915,YES,1,"$29,936.00",Sep-10,2011,No
1461,0,Mastercard,Debit (Prepaid),5951526923211190,Apr-21,427,YES,1,$73.00,Oct-06,2009,No
1461,1,Visa,Debit,4915211682981550,Oct-22,886,YES,1,"$18,558.00",Nov-17,2017,No
1461,2,Visa,Credit,4065997009484970,Jan-24,446,YES,1,"$9,300.00",Apr-09,2013,No
1461,3,Amex,Credit,348640265728493,Jun-24,591,YES,1,"$4,500.00",May-12,2012,No
1462,0,Visa,Debit,4840631262367430,Sep-23,686,YES,2,"$17,120.00",Jan-08,2017,No
1462,1,Mastercard,Credit,5600916670945190,Mar-24,252,YES,1,$0.00,Sep-06,2010,No
1463,0,Mastercard,Debit,5255777164020500,Apr-22,678,YES,1,"$14,162.00",Dec-07,2015,No
1463,1,Amex,Credit,356971060636319,Aug-23,531,YES,1,"$9,000.00",Sep-08,2008,No
1464,0,Visa,Debit,4898395876038300,Jul-21,574,YES,1,"$18,699.00",Feb-20,2020,No
1464,1,Mastercard,Debit,5854024331185020,Apr-24,531,YES,2,"$13,979.00",Feb-20,2020,No
1464,2,Mastercard,Debit,5520710322024810,Dec-23,197,YES,1,"$22,218.00",Jan-20,2020,No
1465,0,Mastercard,Debit,5993983094110290,Jan-21,784,NO,1,"$19,884.00",Jan-16,2016,No
1465,1,Mastercard,Credit,5693261287915410,Feb-20,823,YES,1,"$10,700.00",Jan-20,2020,No
1465,2,Mastercard,Credit,5344350231485240,Jul-24,361,YES,1,"$6,600.00",Feb-20,2020,No
1466,0,Mastercard,Debit,5409055666511640,Mar-21,923,NO,2,"$12,014.00",Jan-20,2020,No
1466,1,Visa,Debit,4351233548162610,Jun-23,288,YES,2,"$8,227.00",Jan-20,2020,No
1466,2,Mastercard,Credit,5550873515782730,Jul-22,556,YES,2,"$10,100.00",Jan-20,2020,No
1467,0,Visa,Debit (Prepaid),4739715375933690,Aug-21,229,YES,1,$38.00,Feb-20,2020,No
1468,0,Visa,Debit,4584347378978290,Mar-21,249,YES,2,"$18,548.00",Jan-16,2016,No
1468,1,Mastercard,Debit,5301585827591730,Mar-04,529,YES,1,"$19,030.00",Feb-04,2007,No
1468,2,Mastercard,Debit (Prepaid),5449948874033390,Oct-09,208,YES,1,$94.00,Apr-07,2009,No
1468,3,Visa,Debit,4524007081801500,Dec-23,004,YES,1,"$17,583.00",Oct-16,2016,No
1468,4,Visa,Debit,4592017788097890,Sep-21,501,YES,1,"$20,943.00",Apr-07,2008,No
1468,5,Visa,Credit,4908654507582360,Apr-20,024,YES,2,"$15,800.00",Sep-07,2013,No
1469,0,Amex,Credit,348111868266561,Sep-21,246,YES,1,"$7,300.00",Jan-20,2020,No
1469,1,Amex,Credit,375447713582380,Jan-16,091,YES,1,"$10,600.00",Aug-14,2014,No
1470,0,Visa,Debit,4354185735186650,Jan-20,120,YES,1,"$19,113.00",Jul-09,2014,No
1470,1,Amex,Credit,349882494435592,Jan-23,647,YES,1,"$13,700.00",Nov-05,2008,No
1471,0,Mastercard,Debit,5934234383814300,May-20,173,YES,2,"$16,317.00",Jul-10,2011,No
1472,0,Mastercard,Credit,5783231256300880,Feb-15,872,YES,1,"$6,000.00",May-10,2016,No
1472,1,Visa,Debit,4087524697172920,May-20,091,YES,2,"$4,909.00",Dec-05,2007,No
1472,2,Mastercard,Debit,5622555186345230,Aug-13,409,YES,2,"$14,702.00",Aug-10,2010,No
1472,3,Mastercard,Debit,5912994287217500,Jun-20,291,YES,1,"$10,896.00",Jan-20,2020,No
1472,4,Mastercard,Debit,5626395550412590,Apr-23,678,YES,1,"$3,526.00",Jan-20,2020,No
1472,5,Mastercard,Debit,5329917409393420,Mar-24,300,YES,2,"$10,083.00",Oct-10,2010,No
1473,0,Mastercard,Credit,5444299345162200,Feb-24,480,YES,2,"$18,300.00",Nov-05,2014,No
1473,1,Visa,Credit,4637446539727370,May-21,107,YES,2,"$21,400.00",Mar-11,2011,No
1473,2,Mastercard,Debit,5564701470778710,Oct-24,739,YES,1,"$20,886.00",Oct-14,2014,No
1473,3,Mastercard,Debit,5907261370634840,Jul-24,645,YES,1,"$27,701.00",Nov-12,2012,No
1474,0,Mastercard,Credit,5753025722639040,Sep-23,224,YES,2,"$8,800.00",Jan-10,2010,No
1474,1,Mastercard,Debit,5224418160535170,Jul-21,724,YES,2,"$20,354.00",Mar-12,2012,No
1474,2,Visa,Debit,4318671654054710,Oct-20,037,YES,2,"$14,695.00",Jul-13,2013,No
1474,3,Mastercard,Debit,5947211336145070,Mar-24,807,YES,2,"$16,783.00",Jun-10,2011,No
1475,0,Visa,Debit,4135867565103060,Dec-24,486,YES,1,"$21,087.00",Oct-10,2016,No
1476,0,Mastercard,Debit,5798962665831200,Sep-24,304,YES,1,"$10,966.00",Aug-14,2014,No
1476,1,Visa,Debit,4988862076390740,Aug-24,244,YES,2,"$12,184.00",Sep-99,2010,No
1476,2,Mastercard,Credit,5674236311971700,Mar-24,955,YES,1,"$5,100.00",Mar-08,2015,No
1477,0,Visa,Debit,4854757670875220,Feb-20,239,YES,2,"$30,404.00",Feb-20,2020,No
1477,1,Visa,Debit,4035380547578390,Apr-22,750,YES,2,"$13,193.00",Dec-11,2011,No
1477,2,Visa,Credit,4504840142387810,Jul-23,344,YES,1,"$11,400.00",Aug-11,2019,No
1477,3,Mastercard,Debit,5809285273861420,May-21,079,YES,2,"$16,959.00",Dec-04,2014,No
1478,0,Mastercard,Debit,5135176048333370,Sep-24,832,YES,1,"$14,927.00",May-17,2017,No
1478,1,Visa,Debit,4793567137334720,Dec-24,045,NO,1,"$13,760.00",Apr-15,2015,No
1478,2,Mastercard,Debit,5875822666213910,Apr-21,269,YES,2,"$17,023.00",Mar-10,2011,No
1478,3,Discover,Credit,6945679421971450,Oct-20,816,YES,1,"$6,500.00",Feb-07,2014,No
1478,4,Mastercard,Debit,5703901298391160,Nov-10,436,YES,2,"$15,562.00",Sep-08,2016,No
1479,0,Mastercard,Debit,5130947171604510,Dec-23,342,YES,2,"$17,611.00",Feb-09,2011,No
1479,1,Visa,Credit,4945896135256780,May-21,082,YES,1,"$11,700.00",Jun-10,2014,No
1479,2,Discover,Credit,6449625285546780,Nov-20,985,YES,1,"$6,600.00",Feb-16,2016,No
1480,0,Mastercard,Debit,5281988379479420,Apr-20,313,YES,2,"$4,230.00",Jun-07,2008,No
1480,1,Mastercard,Credit,5669892249102750,Jun-13,518,YES,2,"$7,500.00",Feb-12,2012,No
1481,0,Mastercard,Debit,5612228528720080,Oct-22,458,YES,2,"$1,077.00",Jan-20,2020,No
1482,0,Mastercard,Debit (Prepaid),5738671537483070,Sep-21,427,YES,1,$98.00,Jan-20,2020,No
1482,1,Mastercard,Credit,5527178999283010,Sep-07,561,YES,1,"$5,500.00",Mar-07,2015,No
1482,2,Visa,Credit,4710429105538730,Apr-15,958,YES,2,"$5,500.00",Apr-12,2012,No
1482,3,Mastercard,Debit,5069297201755220,Oct-22,922,NO,2,"$9,898.00",Nov-96,2011,No
1482,4,Visa,Debit (Prepaid),4664388076567370,Mar-22,796,NO,1,$66.00,Jan-10,2011,No
1483,0,Mastercard,Debit,5287003468674170,Oct-22,799,NO,2,"$13,095.00",Mar-04,2018,No
1483,1,Visa,Debit,4022230098961130,May-21,090,YES,1,"$30,822.00",Feb-05,2015,No
1483,2,Visa,Debit,4303658032034980,Apr-23,673,YES,2,"$16,764.00",Jun-07,2007,No
1483,3,Mastercard,Credit,5064938627957330,May-22,742,NO,2,"$5,700.00",Dec-05,2010,No
1483,4,Mastercard,Debit,5905151932957260,Jul-23,407,YES,1,"$18,482.00",Nov-13,2013,No
1484,0,Visa,Debit (Prepaid),4940531959877080,Oct-20,374,YES,2,$33.00,Jan-20,2020,No
1485,0,Visa,Debit,4429857777537280,Jan-20,404,YES,2,"$21,692.00",Jan-20,2020,No
1485,1,Mastercard,Credit,5607389851323320,Apr-23,557,YES,1,"$11,200.00",Jan-20,2020,No
1486,0,Mastercard,Debit,5686764662723280,Mar-22,113,YES,1,"$24,602.00",Jan-20,2020,No
1486,1,Visa,Debit,4236022081985700,Oct-16,326,YES,2,"$44,390.00",Jun-08,2009,No
1487,0,Mastercard,Debit,5197218235211410,Jan-21,955,YES,2,"$30,950.00",Jun-05,2020,No
1487,1,Visa,Debit,4193057506301350,Jun-23,602,YES,1,"$4,723.00",Oct-03,2011,No
1487,2,Visa,Debit,4872357106200450,May-21,017,YES,1,"$12,325.00",Mar-09,2009,No
1487,3,Mastercard,Debit (Prepaid),5566680974439310,Feb-10,454,YES,2,$15.00,May-01,2009,No
1487,4,Visa,Debit,4119268573253930,Sep-22,247,YES,2,"$28,166.00",Oct-03,2015,No
1487,5,Mastercard,Debit,5810332499908320,Dec-24,932,YES,1,"$14,056.00",Jun-11,2011,No
1488,0,Mastercard,Debit,5350628456401490,Nov-24,382,YES,1,"$35,169.00",Dec-10,2012,No
1488,1,Mastercard,Credit,5309736298494190,Mar-22,728,YES,1,"$17,500.00",Aug-10,2011,No
1488,2,Visa,Debit (Prepaid),4443040432064200,Mar-12,861,YES,2,$33.00,Nov-05,2010,No
1489,0,Mastercard,Credit,5404748709503420,Oct-21,943,NO,2,"$18,300.00",May-03,2008,No
1489,1,Mastercard,Credit,5766890677028200,Dec-22,009,YES,3,"$5,700.00",Jun-11,2011,No
1489,2,Visa,Credit,4544774001344060,Sep-24,527,YES,1,"$19,100.00",Sep-10,2015,No
1490,0,Amex,Credit,336494766392092,Nov-20,600,YES,2,"$11,100.00",Jul-98,2016,No
1490,1,Mastercard,Debit,5546537643480540,Feb-21,748,YES,2,"$2,833.00",Nov-10,2013,No
1490,2,Visa,Debit,4580468046825260,Apr-12,101,YES,1,"$12,833.00",May-08,2010,No
1490,3,Amex,Credit,305833889455873,Jul-24,198,YES,2,"$7,500.00",Oct-08,2008,No
1490,4,Amex,Credit,302737588175602,Apr-20,900,YES,2,"$14,600.00",Jan-05,2014,No
