User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,CARD INDEX,Cards Issued,Card Type,Card Number,Expires,`CVV,Has Chip,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1817,Darren Turner,31,63,1988,5,Male,6692 Lake Street,Taylorsville,KY,40071,38.03,-85.34,"$21,444.00 ","$43,724.00 ","$53,853.00 ",514,1,0,2,Debit (Prepaid),`5826140028493870,21-Apr,`787,YES,$26.00 ,20-Jan,2020,No
1818,Amia Leroux,18,66,2001,4,Female,724 Essex Drive,Louisville,KY,40207,38.22,-85.74,"$31,636.00 ","$64,504.00 ","$69,041.00 ",695,3,0,1,Debit,`4270247503047580,23-Aug,`977,NO,"$24,605.00 ",20-Feb,2020,No
1818,Amia Leroux,18,66,2001,4,Female,724 Essex Drive,Louisville,KY,40207,38.22,-85.74,"$31,636.00 ","$64,504.00 ","$69,041.00 ",695,3,1,2,Debit,`5941060191494190,21-Nov,`888,YES,"$23,529.00 ",20-Jan,2020,No
1818,Amia Leroux,18,66,2001,4,Female,724 Essex Drive,Louisville,KY,40207,38.22,-85.74,"$31,636.00 ","$64,504.00 ","$69,041.00 ",695,3,2,2,Debit,`4451428446253890,23-Jan,`354,YES,"$20,780.00 ",20-Feb,2020,No
1819,Edith Burns,42,67,1978,2,Female,66 Norfolk Avenue,Choctaw,OK,73020,35.48,-97.26,"$21,884.00 ","$44,624.00 ","$102,882.00 ",611,1,0,2,Credit,`4958653958330130,22-Nov,`821,YES,"$3,900.00 ",12-Apr,2012,No
1820,Stefan Thomas,49,58,1970,12,Male,469 Catherine Avenue,San Antonio,TX,78209,29.45,-98.5,"$36,852.00 ","$75,137.00 ","$175,263.00 ",631,1,0,2,Debit,`5320717372996300,24-Jul,`264,YES,"$4,392.00 ",10-Oct,2017,No
1821,Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,Carpinteria,CA,93014,34.39,-119.51,"$21,191.00 ","$36,724.00 ","$16,437.00 ",701,4,0,1,Credit,`5376701080589920,20-Oct,`991,YES,"$12,300.00 ",10-May,2013,No
1821,Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,Carpinteria,CA,93014,34.39,-119.51,"$21,191.00 ","$36,724.00 ","$16,437.00 ",701,4,1,2,Credit,`337550322941360,24-Apr,`449,YES,"$11,100.00 ",16-Feb,2016,No
1821,Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,Carpinteria,CA,93014,34.39,-119.51,"$21,191.00 ","$36,724.00 ","$16,437.00 ",701,4,2,2,Debit (Prepaid),`4336821790834580,20-Nov,`943,YES,$93.00 ,19-Jul,2019,No
1821,Brantley Russell,70,65,1949,3,Male,6339 Lafayette Avenue,Carpinteria,CA,93014,34.39,-119.51,"$21,191.00 ","$36,724.00 ","$16,437.00 ",701,4,3,1,Credit,`5028747805927860,24-Jul,`278,YES,"$9,500.00 ",10-Sep,2015,No
1822,Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299.00 ","$51,581.00 ","$35,134.00 ",810,5,0,1,Credit,`4895717164008270,22-Nov,`687,YES,"$12,000.00 ",4-Dec,2011,No
1822,Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299.00 ","$51,581.00 ","$35,134.00 ",810,5,1,2,Debit,`5627821887128370,20-Jul,`309,YES,"$11,999.00 ",7-Jan,2015,No
1822,Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299.00 ","$51,581.00 ","$35,134.00 ",810,5,2,2,Credit,`5772874140116140,21-Jan,`811,YES,$0.00 ,19-Jun,2019,No
1822,Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299.00 ","$51,581.00 ","$35,134.00 ",810,5,3,2,Debit,`5107765857429090,21-Sep,`077,YES,"$18,991.00 ",5-Dec,2011,No
1822,Lance Reyes,61,66,1958,4,Male,747 Rose Drive,Concord,NC,28027,35.4,-80.59,"$25,299.00 ","$51,581.00 ","$35,134.00 ",810,5,4,1,Debit,`5141288066109640,24-Oct,`209,YES,"$27,146.00 ",6-Feb,2011,No
1823,Dustin Williams,47,63,1972,11,Male,305 Elm Street Apt. 81,Franconia,NH,3580,44.22,-71.74,"$21,159.00 ","$43,144.00 ","$54,157.00 ",628,3,0,2,Debit (Prepaid),`4405540956453720,24-Oct,`340,YES,$32.00 ,2-Jan,2009,No
1823,Dustin Williams,47,63,1972,11,Male,305 Elm Street Apt. 81,Franconia,NH,3580,44.22,-71.74,"$21,159.00 ","$43,144.00 ","$54,157.00 ",628,3,1,2,Debit,`4706797634213660,23-Apr,`754,YES,"$19,103.00 ",2-Mar,2011,No
1823,Dustin Williams,47,63,1972,11,Male,305 Elm Street Apt. 81,Franconia,NH,3580,44.22,-71.74,"$21,159.00 ","$43,144.00 ","$54,157.00 ",628,3,2,2,Credit,`4497075414603380,21-Oct,`609,YES,"$11,400.00 ",16-Mar,2016,No
1824,Josephine Chen,91,67,1929,1,Female,365 Mountain View Boulevard Apt. 363,Donaldsonville,LA,70346,30.09,-90.99,"$16,474.00 ","$27,150.00 ","$2,007.00 ",737,1,0,1,Debit (Prepaid),`4573104032868370,23-Oct,`912,YES,$75.00 ,5-Oct,2007,No
1825,Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622.00 ","$62,432.00 ","$95,799.00 ",741,5,0,1,Credit,`4287715741686220,20-Dec,`945,YES,"$12,700.00 ",10-Mar,2020,No
1825,Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622.00 ","$62,432.00 ","$95,799.00 ",741,5,1,1,Debit (Prepaid),`5863932577604190,23-May,`815,YES,$61.00 ,4-Oct,2012,No
1825,Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622.00 ","$62,432.00 ","$95,799.00 ",741,5,2,2,Credit,`6890958566283010,18-Aug,`017,YES,"$24,400.00 ",10-Feb,2011,No
1825,Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622.00 ","$62,432.00 ","$95,799.00 ",741,5,3,2,Debit,`5523521756936710,23-Feb,`646,YES,"$32,895.00 ",4-Sep,2005,No
1825,Simeon Flores,47,67,1972,5,Male,166 12th Street,Annandale,VA,22003,38.83,-77.21,"$30,622.00 ","$62,432.00 ","$95,799.00 ",741,5,4,1,Credit,`5283200338474520,6-Sep,`183,YES,"$14,300.00 ",5-Feb,2010,No
1826,Jovanni El-Mafouk,18,67,2001,11,Male,62 East Boulevard,Fontana,CA,92335,34.08,-117.46,"$13,739.00 ","$28,006.00 ","$19,518.00 ",703,2,0,1,Credit,`5867990216480060,23-Nov,`890,NO,"$9,400.00 ",20-Jan,2020,No
1826,Jovanni El-Mafouk,18,67,2001,11,Male,62 East Boulevard,Fontana,CA,92335,34.08,-117.46,"$13,739.00 ","$28,006.00 ","$19,518.00 ",703,2,1,1,Debit,`5278235755391640,24-Jan,`334,YES,"$11,364.00 ",20-Jan,2020,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,0,1,Debit,`4579828689268310,23-Jul,`234,YES,"$24,308.00 ",6-May,2011,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,1,1,Debit,`5728624930968570,11-Jul,`308,YES,"$26,328.00 ",4-Dec,2005,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,2,1,Debit,`4168297207560520,18-Jun,`037,YES,"$21,655.00 ",6-May,2009,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,3,1,Debit,`4656088751958530,22-Jan,`257,YES,"$23,300.00 ",12-Jan,2012,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,4,1,Credit,`4481314542302610,23-May,`653,YES,"$15,900.00 ",10-Jul,2013,No
1827,Trey Jackson,62,65,1957,10,Male,8915 Sixth Avenue,Marietta,GA,30062,33.95,-84.54,"$33,093.00 ","$67,470.00 ","$93,795.00 ",804,6,5,2,Credit,`5747096332409890,23-Mar,`145,YES,"$8,500.00 ",8-Aug,2011,No
1828,Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,Manhattan,KS,66503,39.19,-96.59,"$25,658.00 ","$52,315.00 ","$109,513.00 ",774,4,0,1,Debit (Prepaid),`4938575047755870,20-Sep,`779,YES,$60.00 ,20-Jan,2020,No
1828,Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,Manhattan,KS,66503,39.19,-96.59,"$25,658.00 ","$52,315.00 ","$109,513.00 ",774,4,1,2,Debit,`4706273875998300,21-Feb,`662,NO,"$15,234.00 ",20-Feb,2020,No
1828,Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,Manhattan,KS,66503,39.19,-96.59,"$25,658.00 ","$52,315.00 ","$109,513.00 ",774,4,2,2,Debit,`4756674643883040,22-Oct,`215,YES,"$30,870.00 ",20-Jan,2020,No
1828,Sarai Brown,18,75,2002,1,Female,76 Federal Avenue,Manhattan,KS,66503,39.19,-96.59,"$25,658.00 ","$52,315.00 ","$109,513.00 ",774,4,3,1,Debit,`4596537044879990,21-Mar,`466,YES,"$30,155.00 ",20-Jan,2020,No
1829,Joyce Fisher,20,73,1999,8,Female,6030 Third Lane Apt. 76,Attleboro,MA,2703,41.93,-71.29,"$26,693.00 ","$54,424.00 ","$92,199.00 ",687,1,0,1,Debit,`5864857498399320,20-Mar,`031,YES,"$23,088.00 ",18-Apr,2018,No
1830,Rylan Morgan,22,66,1997,7,Male,90072 George Drive,Mulvane,KS,67110,37.48,-97.24,"$22,195.00 ","$45,254.00 ","$75,758.00 ",850,2,0,2,Debit,`5932803595236800,24-Dec,`567,YES,"$23,397.00 ",20-Feb,2020,No
1830,Rylan Morgan,22,66,1997,7,Male,90072 George Drive,Mulvane,KS,67110,37.48,-97.24,"$22,195.00 ","$45,254.00 ","$75,758.00 ",850,2,1,2,Credit,`5768193861918360,22-Mar,`263,YES,"$9,100.00 ",20-Jan,2020,No
1831,Hannah Adams,34,68,1985,7,Female,90 El Camino Avenue,Buffalo,NY,14210,42.88,-78.85,"$15,461.00 ","$31,525.00 ","$57,818.00 ",686,2,0,2,Credit,`4632633126868480,20-Feb,`343,YES,"$6,600.00 ",20-Jan,2020,No
1831,Hannah Adams,34,68,1985,7,Female,90 El Camino Avenue,Buffalo,NY,14210,42.88,-78.85,"$15,461.00 ","$31,525.00 ","$57,818.00 ",686,2,1,2,Credit,`5608087801127190,20-Feb,`715,YES,"$7,000.00 ",11-Mar,2011,No
1832,Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,Hot Springs National Park,AR,71913,34.5,-93.05,"$15,857.00 ","$32,330.00 ","$97,190.00 ",835,4,0,1,Credit,`367474243774504,1-Dec,`558,YES,"$11,600.00 ",Jul-98,2009,No
1832,Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,Hot Springs National Park,AR,71913,34.5,-93.05,"$15,857.00 ","$32,330.00 ","$97,190.00 ",835,4,1,2,Credit,`375207905449012,22-Dec,`512,YES,$0.00 ,20-Feb,2020,No
1832,Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,Hot Springs National Park,AR,71913,34.5,-93.05,"$15,857.00 ","$32,330.00 ","$97,190.00 ",835,4,2,2,Debit,`5962520384384660,22-Nov,`627,YES,"$14,699.00 ",16-Aug,2016,No
1832,Amiya Davis,44,67,1975,3,Female,5380 12th Boulevard,Hot Springs National Park,AR,71913,34.5,-93.05,"$15,857.00 ","$32,330.00 ","$97,190.00 ",835,4,3,2,Debit,`5891798640440020,22-Jul,`370,YES,"$20,289.00 ",11-Oct,2011,No
1833,Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,Las Cruces,NM,88005,32.33,-106.75,"$16,670.00 ","$33,993.00 ","$45,149.00 ",602,4,0,2,Debit,`5724812856736550,24-Dec,`821,YES,"$16,474.00 ",10-Feb,2010,No
1833,Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,Las Cruces,NM,88005,32.33,-106.75,"$16,670.00 ","$33,993.00 ","$45,149.00 ",602,4,1,2,Debit,`4441537373999680,20-Feb,`193,YES,"$3,356.00 ",20-Feb,2020,No
1833,Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,Las Cruces,NM,88005,32.33,-106.75,"$16,670.00 ","$33,993.00 ","$45,149.00 ",602,4,2,2,Debit,`4130215809450760,20-Feb,`602,YES,"$14,679.00 ",20-Jan,2020,No
1833,Griffin King,30,74,1989,9,Male,7154 Lafayette Drive,Las Cruces,NM,88005,32.33,-106.75,"$16,670.00 ","$33,993.00 ","$45,149.00 ",602,4,3,2,Credit,`6308521512097410,20-Aug,`770,YES,"$4,300.00 ",12-Aug,2012,No
1834,Paulina Jones,40,70,1979,7,Female,903 Norfolk Boulevard,Mobile,AL,36610,30.68,-88.04,"$9,284.00 ","$18,935.00 ","$43,928.00 ",658,3,0,1,Debit,`5146038421358940,21-Sep,`676,YES,$946.00 ,3-Nov,2015,No
1834,Paulina Jones,40,70,1979,7,Female,903 Norfolk Boulevard,Mobile,AL,36610,30.68,-88.04,"$9,284.00 ","$18,935.00 ","$43,928.00 ",658,3,1,2,Debit,`5024268943997810,24-Apr,`101,YES,"$7,720.00 ",7-Oct,2007,No
1834,Paulina Jones,40,70,1979,7,Female,903 Norfolk Boulevard,Mobile,AL,36610,30.68,-88.04,"$9,284.00 ","$18,935.00 ","$43,928.00 ",658,3,2,2,Credit,`5536644643614480,15-Aug,`627,YES,"$3,500.00 ",14-May,2014,No
1835,Haley Sanders,73,60,1946,8,Female,658 Plum Avenue Apt. 7,Fort Lauderdale,FL,33309,26.14,-80.13,"$21,084.00 ","$42,593.00 ","$16,083.00 ",703,2,0,1,Credit,`4030904159290020,23-Apr,`880,YES,"$13,700.00 ",17-Apr,2017,No
1835,Haley Sanders,73,60,1946,8,Female,658 Plum Avenue Apt. 7,Fort Lauderdale,FL,33309,26.14,-80.13,"$21,084.00 ","$42,593.00 ","$16,083.00 ",703,2,1,1,Credit,`4707721125348400,24-Feb,`530,YES,"$16,700.00 ",7-Aug,2007,No
1836,Ronan Morgan,21,72,1998,6,Male,21 Birch Drive,Saint Louis,MO,63119,38.63,-90.24,"$31,909.00 ","$65,058.00 ","$157,708.00 ",746,1,0,1,Credit,`4585094832412480,21-Aug,`873,YES,"$18,800.00 ",20-Jan,2020,No
1837,Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312.00 ","$49,570.00 ","$43,645.00 ",752,5,0,2,Debit,`5575263233323310,20-Apr,`712,YES,"$15,518.00 ",7-Apr,2011,No
1837,Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312.00 ","$49,570.00 ","$43,645.00 ",752,5,1,2,Debit,`4381450999997190,24-Oct,`135,YES,"$27,313.00 ",17-Aug,2017,No
1837,Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312.00 ","$49,570.00 ","$43,645.00 ",752,5,2,1,Debit,`5517928534321040,22-Jun,`283,YES,"$21,989.00 ",9-Apr,2009,No
1837,Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312.00 ","$49,570.00 ","$43,645.00 ",752,5,3,1,Credit,`6340588661070810,20-Feb,`737,YES,"$12,900.00 ",10-Sep,2013,No
1837,Lainey Taylor,50,71,1969,7,Female,312 Burns Boulevard,Chesapeake,VA,23321,36.67,-76.3,"$24,312.00 ","$49,570.00 ","$43,645.00 ",752,5,4,2,Debit,`5037612210257220,21-Oct,`213,YES,"$20,026.00 ",8-Oct,2010,No
1838,Alora White,47,65,1972,12,Female,112 Elm Avenue Apt. 844,North Hollywood,CA,91606,34.18,-118.39,"$16,892.00 ","$34,441.00 ",$907.00 ,725,4,0,2,Debit,`4997086356987450,23-Mar,`106,YES,"$10,676.00 ",13-Oct,2013,No
1838,Alora White,47,65,1972,12,Female,112 Elm Avenue Apt. 844,North Hollywood,CA,91606,34.18,-118.39,"$16,892.00 ","$34,441.00 ",$907.00 ,725,4,1,2,Debit,`5563288095981740,23-Jul,`711,YES,"$27,447.00 ",8-Jun,2010,No
1838,Alora White,47,65,1972,12,Female,112 Elm Avenue Apt. 844,North Hollywood,CA,91606,34.18,-118.39,"$16,892.00 ","$34,441.00 ",$907.00 ,725,4,2,2,Debit,`5471501151275210,19-Jan,`875,YES,"$16,617.00 ",10-May,2011,No
1838,Alora White,47,65,1972,12,Female,112 Elm Avenue Apt. 844,North Hollywood,CA,91606,34.18,-118.39,"$16,892.00 ","$34,441.00 ",$907.00 ,725,4,3,2,Debit,`4406180094358830,20-Sep,`386,YES,"$12,173.00 ",20-Jan,2020,No
1839,Bailee Labelle,30,65,1989,7,Female,352 Hill Lane,Vancouver,WA,98663,45.65,-122.66,"$20,649.00 ","$42,101.00 ","$70,460.00 ",685,1,0,1,Debit,`5758903151118800,21-Dec,`876,NO,"$2,105.00 ",20-Feb,2020,No
1840,Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323.00 ","$40,516.00 ","$6,908.00 ",698,5,0,1,Debit,`5678186427083260,23-Apr,`765,YES,"$16,678.00 ",15-Dec,2015,No
1840,Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323.00 ","$40,516.00 ","$6,908.00 ",698,5,1,1,Debit,`5259128969401800,20-Mar,`719,YES,"$14,123.00 ",3-Jul,2006,No
1840,Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323.00 ","$40,516.00 ","$6,908.00 ",698,5,2,1,Debit,`4779897441663920,23-Jul,`172,YES,"$11,281.00 ",20-Feb,2020,No
1840,Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323.00 ","$40,516.00 ","$6,908.00 ",698,5,3,2,Credit,`5462760953855570,21-Sep,`665,NO,"$10,300.00 ",Jan-98,2006,No
1840,Kelsey Burns,71,69,1949,1,Female,836 Summit Boulevard Apt. 1677,Candor,NY,13743,42.23,-76.34,"$18,323.00 ","$40,516.00 ","$6,908.00 ",698,5,4,2,Debit (Prepaid),`4218945513492400,20-Apr,`609,YES,$102.00 ,4-May,2011,No
1841,Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,Dearborn,MI,48126,42.31,-83.21,"$11,773.00 ","$24,009.00 ","$19,085.00 ",811,4,0,1,Debit,`4529198706544190,19-Dec,`956,YES,"$11,254.00 ",12-Dec,2012,No
1841,Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,Dearborn,MI,48126,42.31,-83.21,"$11,773.00 ","$24,009.00 ","$19,085.00 ",811,4,1,2,Debit,`4624298880024350,23-May,`695,NO,"$10,703.00 ",18-Oct,2018,No
1841,Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,Dearborn,MI,48126,42.31,-83.21,"$11,773.00 ","$24,009.00 ","$19,085.00 ",811,4,2,1,Credit,`5781831200471520,21-Apr,`342,YES,"$5,000.00 ",6-Jan,2016,No
1841,Curtis Roman,33,71,1986,11,Male,87 Ocean Avenue,Dearborn,MI,48126,42.31,-83.21,"$11,773.00 ","$24,009.00 ","$19,085.00 ",811,4,3,2,Debit,`5814657967124430,21-Sep,`053,YES,"$8,002.00 ",20-Feb,2020,No
1842,Elijah Wilson,33,66,1987,2,Male,515 Spruce Boulevard,Wyoming,MI,49519,42.89,-85.72,"$18,431.00 ","$37,579.00 ","$59,201.00 ",710,2,0,2,Debit,`4428221393352280,12-Jan,`800,YES,"$18,969.00 ",10-Mar,2010,No
1842,Elijah Wilson,33,66,1987,2,Male,515 Spruce Boulevard,Wyoming,MI,49519,42.89,-85.72,"$18,431.00 ","$37,579.00 ","$59,201.00 ",710,2,1,1,Debit,`5620777347987310,19-Apr,`203,YES,"$12,931.00 ",13-Feb,2013,No
1843,Leighton Cook,53,68,1967,2,Female,9458 Park Boulevard,El Cajon,CA,92021,32.84,-116.88,"$20,673.00 ","$42,152.00 ","$55,576.00 ",751,1,0,2,Debit,`4052977938644530,8-Jul,`922,YES,"$18,112.00 ",8-May,2011,No
1844,Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636.00 ","$23,725.00 ","$47,647.00 ",710,5,0,1,Debit,`4599537074421920,21-Jun,`352,YES,"$13,034.00 ",6-Nov,2006,No
1844,Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636.00 ","$23,725.00 ","$47,647.00 ",710,5,1,1,Debit (Prepaid),`4735444171765440,21-Apr,`440,YES,$71.00 ,17-Oct,2017,No
1844,Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636.00 ","$23,725.00 ","$47,647.00 ",710,5,2,1,Debit,`4346364600707720,21-May,`819,YES,"$10,374.00 ",7-Feb,2007,No
1844,Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636.00 ","$23,725.00 ","$47,647.00 ",710,5,3,1,Debit,`4464255837780500,16-Sep,`011,YES,"$13,382.00 ",14-Aug,2014,No
1844,Zoe Adams,63,72,1956,7,Female,457 Summit Lane,Parma,MO,63870,36.61,-89.81,"$11,636.00 ","$23,725.00 ","$47,647.00 ",710,5,4,1,Debit,`4169528920281150,20-Feb,`372,YES,"$11,063.00 ",6-Jul,2011,No
1845,Joanna Harris,21,69,1998,9,Female,89 Oak Lane,Buffalo,NY,14215,42.88,-78.85,"$14,456.00 ","$29,475.00 ","$48,741.00 ",722,1,0,2,Credit,`5013961450307350,20-Mar,`831,YES,$700.00 ,20-Jan,2020,No
1846,Adalyn Sanchez,82,68,1937,5,Female,6577 Catherine Lane,Santa Barbara,CA,93101,34.41,-119.7,"$23,071.00 ","$34,903.00 ","$1,336.00 ",630,1,0,2,Debit (Prepaid),`5885996845393840,23-Feb,`676,YES,$55.00 ,9-Dec,2011,No
1847,Quincy Fox,39,67,1980,5,Male,9995 Pine Avenue,Middletown,OH,45042,39.5,-84.37,"$19,293.00 ","$39,336.00 ","$43,747.00 ",690,3,0,1,Debit,`4607163659779570,24-Jan,`954,YES,"$18,358.00 ",7-Feb,2010,No
1847,Quincy Fox,39,67,1980,5,Male,9995 Pine Avenue,Middletown,OH,45042,39.5,-84.37,"$19,293.00 ","$39,336.00 ","$43,747.00 ",690,3,1,1,Credit,`4050809280792650,22-Oct,`906,YES,"$8,700.00 ",1-Jun,2010,No
1847,Quincy Fox,39,67,1980,5,Male,9995 Pine Avenue,Middletown,OH,45042,39.5,-84.37,"$19,293.00 ","$39,336.00 ","$43,747.00 ",690,3,2,2,Debit,`5242747753340310,9-Dec,`558,YES,"$1,966.00 ",9-Dec,2011,No
1848,Chloe Nguyen,32,74,1987,5,Female,412 Fifth Boulevard,New York,NY,10002,40.71,-73.99,"$19,744.00 ","$40,256.00 ",$0.00 ,719,2,0,1,Debit,`5043650081401230,17-Nov,`056,YES,"$13,257.00 ",12-May,2012,No
1848,Chloe Nguyen,32,74,1987,5,Female,412 Fifth Boulevard,New York,NY,10002,40.71,-73.99,"$19,744.00 ","$40,256.00 ",$0.00 ,719,2,1,1,Debit,`4049537564126770,19-Dec,`952,YES,"$20,297.00 ",19-Nov,2019,No
1849,Marcus Ramirez,18,65,2002,2,Male,6039 Valley Stream Street,Petaluma,CA,94954,38.23,-122.56,"$26,752.00 ","$54,547.00 ","$92,901.00 ",751,1,0,2,Credit,`4868636850065870,23-Apr,`143,YES,"$7,500.00 ",20-Feb,2020,No
1850,Harmoni Fox,54,66,1965,5,Female,2855 Sixth Avenue,Naperville,IL,60565,41.76,-88.15,"$41,979.00 ","$85,596.00 ","$159,101.00 ",618,1,0,1,Debit,`5751825449090350,18-Oct,`741,YES,"$31,696.00 ",6-Jun,2015,No
1851,Douglas Abe,37,66,1982,6,Male,300 West Avenue Apt. 4,Cullman,AL,35055,34.17,-86.83,"$17,198.00 ","$35,060.00 ","$39,104.00 ",724,2,0,2,Credit,`361343872480844,10-Sep,`837,YES,"$7,400.00 ",10-Feb,2012,No
1851,Douglas Abe,37,66,1982,6,Male,300 West Avenue Apt. 4,Cullman,AL,35055,34.17,-86.83,"$17,198.00 ","$35,060.00 ","$39,104.00 ",724,2,1,2,Debit,`4770207045170230,22-Nov,`959,NO,"$7,644.00 ",10-Jan,2010,No
1852,Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195.00 ","$30,983.00 ","$10,019.00 ",757,5,0,1,Credit,`4906330160441420,21-Jun,`740,NO,"$13,600.00 ",7-Apr,2011,No
1852,Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195.00 ","$30,983.00 ","$10,019.00 ",757,5,1,1,Debit (Prepaid),`5018139436441140,22-Nov,`978,YES,$40.00 ,8-Apr,2011,No
1852,Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195.00 ","$30,983.00 ","$10,019.00 ",757,5,2,2,Debit (Prepaid),`5560959222277430,7-Aug,`327,YES,$61.00 ,Jul-00,2013,No
1852,Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195.00 ","$30,983.00 ","$10,019.00 ",757,5,3,1,Debit,`5660745375245490,22-Jul,`027,YES,"$7,597.00 ",2-Feb,2005,No
1852,Vicente Gao,69,70,1951,2,Male,5844 Littlewood Street Apt. 6007,Wagoner,OK,74477,35.95,-95.38,"$15,195.00 ","$30,983.00 ","$10,019.00 ",757,5,4,2,Credit,`4424092813863770,24-Jul,`996,NO,"$9,900.00 ",5-Apr,2006,No
1853,Darian Lonsdale,55,67,1964,10,Male,22 First Boulevard,East Peoria,IL,61611,40.67,-89.54,"$22,416.00 ","$45,707.00 ","$113,194.00 ",715,3,0,2,Debit,`5500745251339730,21-Dec,`290,YES,"$7,898.00 ",7-Feb,2014,No
1853,Darian Lonsdale,55,67,1964,10,Male,22 First Boulevard,East Peoria,IL,61611,40.67,-89.54,"$22,416.00 ","$45,707.00 ","$113,194.00 ",715,3,1,1,Credit,`312560176162838,20-Feb,`667,YES,"$12,700.00 ",19-Dec,2019,No
1853,Darian Lonsdale,55,67,1964,10,Male,22 First Boulevard,East Peoria,IL,61611,40.67,-89.54,"$22,416.00 ","$45,707.00 ","$113,194.00 ",715,3,2,1,Debit,`4026064532527530,18-Apr,`850,NO,"$34,329.00 ",3-Dec,2010,No
